section label,content family,number of pages,percentage of family,fixed position?,substantive prose reused?,heading reused?,CTA reused?,value assessment,action
Original Wisdom Reflection: What feels urgent is not...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Wisdom Reflection: Wisdom is less interested in...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Original Wisdom Reflection: Wisdom is the art of...,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Wisdom Quote: Clear Seeing With Humility,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Original Wisdom Reflection: Wisdom sees the whole fire,...",QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Buddhist Quote About Silence: Wise Restraint,QUOTE_STORY,1,0.7,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Buddha's Teaching on Patience,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Study Focus,SUTTA_SOURCE_STUDY,8,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Why This Passage Matters,SUTTA_SOURCE_STUDY,6,75.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Simple Background,SUTTA_SOURCE_STUDY,4,50.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Main Teaching,SUTTA_SOURCE_STUDY,4,50.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Modern Daily Life,SUTTA_SOURCE_STUDY,4,50.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Interpretive Boundary,SUTTA_SOURCE_STUDY,6,75.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Modern Reflection,SUTTA_SOURCE_STUDY,8,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Study Question,SUTTA_SOURCE_STUDY,6,75.0,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Text and Source Notes,SUTTA_SOURCE_STUDY,8,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Traditional References,SUTTA_SOURCE_STUDY,8,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Dhammacakkappavattana Sutta: Four Noble Truths in Context,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What This Teaching Says,SUTTA_SOURCE_STUDY,2,25.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Why Context Matters,SUTTA_SOURCE_STUDY,2,25.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Four Truths Also Carry Four Tasks,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What It Does Not Say,SUTTA_SOURCE_STUDY,2,25.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How to Read the Source Carefully,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
How to Read a Buddhist Sutta: A Beginner's Guide,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Know What Kind of Page You Opened,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Decode the Reference Without Feeling Tested,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
First Pass: Orient to the Conversation,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Second Pass: Trace the Shape of the Teaching,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Third Pass: Separate Text, Translation, and Application",SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Worked Example: Reading the Shape of SN 56.11,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Five Mistakes That Make Sutta Reading Harder,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Use a Seven-Question Reading Card,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Choose a Manageable Next Text,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Kalama Sutta and Wise Thinking,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Magga-vibhanga Sutta: Eightfold Path Explained Simply,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Notice What the Short Definitions Emphasize,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How to Use This Source Page,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
The Metta Sutta Explained for Daily Life,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Text, Setting, and Scope",SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Three Movements in the Teaching,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Daily-Life Reading,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Study Without Borrowing a Translation,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Mindfulness of Breathing Explained Simply,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Right Speech in Daily Life,SUTTA_SOURCE_STUDY,1,12.5,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
